## 18:1
09	בְּשׂוֹרָ֣ה	H1309	HNcfsa	GOOD NEWS
10	בְּפִ֑יו	H6310	HR/Ncmsc/Sp3ms	MOUTH
11	וַיֵּ֥לֶךְ	H3212	HC/Vqw3ms	WALK (V)
12	הָל֖וֹךְ	H1980	HVqa	WALK (V)
13	וְקָרֵֽב	H7131	HC/Aamsa	INSIDE

## 18:26
01	וַיַּ֣רְא	H7200	HC/Vqw3ms	SEE (V)
02	הַצֹּפֶה֮	H6822	HTd/Vqrmsa	KEEP WATCH (V)
03	אִישׁ	H376	HNcmsa	MAN
04	אַחֵ֣ר	H312	HAamsa	OTHER
05	רָץ֒	H7323	HVqrmsa	RUN (V)
06	וַיִּקְרָ֤א	H7121	HC/Vqw3ms	CALL OUT (V)
07	הַצֹּפֶה֙	H6822	HTd/Vqrmsa	KEEP WATCH (V)
08	אֶל	H413	HR	TO
09	הַשֹּׁעֵ֔ר	H7778	HTd/Ncmsa	GATEKEEPER
10	וַיֹּ֕אמֶר	H559	HC/Vqw3ms	SAY (V)
11	הִנֵּה	H2009	HTm	LOOK
12	אִ֖ישׁ	H376	HNcmsa	MAN
13	רָ֣ץ	H7323	HVqrmsa	RUN (V)
14	לְבַדּ֑וֹ	H905	HR/Ncmsc/Sp3ms	FIBER
15	וַיֹּ֥אמֶר	H559	HC/Vqw3ms	SAY (V)
16	הַמֶּ֖לֶךְ	H4428	HTd/Ncmsa	KING
17	גַּם	H1571	HTa	ALSO
18	זֶ֥ה	H2088	HPdxms	THIS
19	מְבַשֵּֽׂר	H1319	HVprmsa	REPORT (V)

## 18:27
01	וַיֹּ֨אמֶר֙	H559	HC/Vqw3ms	SAY (V)
02	הַצֹּפֶ֔ה	H6822	HTd/Vqrmsa	KEEP WATCH (V)
03	אֲנִ֤י	H589	HPp1cs	I
04	רֹאֶה֙	H7200	HVqrmsa	SEE (V)
05	אֶת	H853	HTo	AT
06	מְרוּצַ֣ת	H4794	HNcfsc	COURSE
07	הָרִאשׁ֔וֹן	H7223	HTd/Aomsa	FIRST
08	כִּמְרֻצַ֖ת	H4794	HR/Ncfsc	COURSE
09	אֲחִימַ֣עַץ	H290	HNp	
10	בֶּן	H1121	HNcmsc	SON
11	צָד֑וֹק	H6659	HNp	
12	וַיֹּ֤אמֶר	H559	HC/Vqw3ms	SAY (V)
13	הַמֶּ֨לֶךְ֙	H4428	HTd/Ncmsa	KING
14	אִֽישׁ	H376	HNcmsa	MAN
15	ט֣וֹב	H2896	HAamsa	FUNCTIONAL
16	זֶ֔ה	H2088	HPdxms	THIS
17	וְאֶל	H413	HC/R	TO
18	בְּשׂוֹרָ֥ה	H1309	HNcfsa	GOOD NEWS
19	טוֹבָ֖ה	H2896	HAafsa	FUNCTIONAL
20	יָבֽוֹא	H935	HVqi3ms	COME (V)

## 18:28
01	וַיִּקְרָ֣א	H7121	HC/Vqw3ms	CALL OUT (V)
02	אֲחִימַ֗עַץ	H290	HNp	
03	וַיֹּ֤אמֶר	H559	HC/Vqw3ms	SAY (V)
04	אֶל	H413	HR	TO
05	הַמֶּ֨לֶךְ֙	H4428	HTd/Ncmsa	KING
06	שָׁל֔וֹם	H7965	HNcmsa	COMPLETENESS
07	וַיִּשְׁתַּ֧חוּ	H7812	HC/Vtw3ms	BEND DOWN (V)
08	לַמֶּ֛לֶךְ	H4428	HRd/Ncmsa	KING
09	לְאַפָּ֖יו	H639	HR/Ncmdc/Sp3ms	NOSE
10	אָ֑רְצָה	H776	HNcbsa/Sd	LAND
11	וַיֹּ֗אמֶר	H559	HC/Vqw3ms	SAY (V)
12	בָּרוּךְ֙	H1288	HVqsmsa	KNEEL (V)
13	יְהוָ֣ה	H3068	HNp	
14	אֱלֹהֶ֔יךָ	H430	HNcmpc/Sp2ms	POWER
15	אֲשֶׁ֤ר	H834	HTr	WHICH
16	סִגַּר֙	H5462	HVpp3ms	SHUT (V)
17	אֶת	H853	HTo	AT
18	הָ֣אֲנָשִׁ֔ים	H376	HTd/Ncmpa	MAN
19	אֲשֶׁר	H834	HTr	WHICH
20	נָשְׂא֥וּ	H5375	HVqp3cp	LIFT UP (V)
21	אֶת	H853	HTo	AT
22	יָדָ֖ם	H3027	HNcbsc/Sp3mp	HAND
23	בַּֽאדֹנִ֥י	H113	HR/Ncmsc/Sp1cs	LORD
24	הַמֶּֽלֶךְ	H4428	HTd/Ncmsa	KING

## 18:29
01	וַיֹּ֣אמֶר	H559	HC/Vqw3ms	SAY (V)
02	הַמֶּ֔לֶךְ	H4428	HTd/Ncmsa	KING
03	שָׁל֥וֹם	H7965	HNcmsa	COMPLETENESS
04	לַנַּ֖עַר	H5288	HRd/Ncmsa	YOUNG MAN
05	לְאַבְשָׁל֑וֹם	H53	HR/Np	
06	וַיֹּ֣אמֶר	H559	HC/Vqw3ms	SAY (V)
07	אֲחִימַ֡עַץ	H290	HNp	
08	רָאִיתִי֩	H7200	HVqp1cs	SEE (V)
09	הֶהָמ֨וֹן	H1995	HTd/Ncmsa	MULTITUDE
10	הַגָּד֜וֹל	H1419	HTd/Aamsa	GREAT
11	לִ֠שְׁלֹחַ	H7971	HR/Vqc	SEND (V)
12	אֶת	H853	HTo	AT
13	עֶ֨בֶד	H5650	HNcmsc	SERVANT
14	הַמֶּ֤לֶךְ	H4428	HTd/Ncmsa	KING
15	יוֹאָב֙	H3097	HNp	
16	וְאֶת	H853	HC/To	AT
17	עַבְדֶּ֔ךָ	H5650	HNcmsc/Sp2ms	SERVANT
18	וְלֹ֥א	H3808	HC/Tn	NOT
19	יָדַ֖עְתִּי	H3045	HVqp1cs	KNOW (V)
20	מָֽה	H4100	HTi	WHAT

## 18:30
01	וַיֹּ֣אמֶר	H559	HC/Vqw3ms	SAY (V)
02	הַמֶּ֔לֶךְ	H4428	HTd/Ncmsa	KING
03	סֹ֖ב	H5437	HVqv2ms	GO AROUND (V)
04	הִתְיַצֵּ֣ב	H3320	HVtv2ms	STATION (V)
05	כֹּ֑ה	H3541	HD	IN THIS WAY
06	וַיִּסֹּ֖ב	H5437	HC/Vqw3ms	GO AROUND (V)
07	וַֽיַּעֲמֹֽד	H5975	HC/Vqw3ms	STAND (V)

## 18:31
01	וְהִנֵּ֥ה	H2009	HC/Tm	LOOK
02	הַכּוּשִׁ֖י	H3569	HTd/Ngmsa	
03	בָּ֑א	H935	HVqp3ms	COME (V)
04	וַיֹּ֣אמֶר	H559	HC/Vqw3ms	SAY (V)
05	הַכּוּשִׁ֗י	H3569	HTd/Ngmsa	
06	יִתְבַּשֵּׂר֙	H1319	HVti3ms	REPORT (V)
07	אֲדֹנִ֣י	H113	HNcmsc/Sp1cs	LORD
08	הַמֶּ֔לֶךְ	H4428	HTd/Ncmsa	KING
09	כִּֽי	H3588	HC	GIVEN THAT
10	שְׁפָטְךָ֤	H8199	HVqp3ms/Sp2ms	DECIDE (V)
11	יְהוָה֙	H3068	HNp	
12	הַיּ֔וֹם	H3117	HTd/Ncmsa	DAY
13	מִיַּ֖ד	H3027	HR/Ncbsc	HAND
14	כָּל	H3605	HNcmsc	ALL
15	הַקָּמִ֥ים	H6965	HTd/Vqrmpa	RISE (V)
16	עָלֶֽיךָ	H5921	HR/Sp2ms	UPON

## 18:32
01	וַיֹּ֤אמֶר	H559	HC/Vqw3ms	SAY (V)
02	הַמֶּ֨לֶךְ֙	H4428	HTd/Ncmsa	KING
03	אֶל	H413	HR	TO
04	הַכּוּשִׁ֔י	H3569	HTd/Ngmsa	
05	הֲשָׁל֥וֹם	H7965	HTi/Ncmsa	COMPLETENESS
06	לַנַּ֖עַר	H5288	HRd/Ncmsa	YOUNG MAN
07	לְאַבְשָׁל֑וֹם	H53	HR/Np	
08	וַיֹּ֣אמֶר	H559	HC/Vqw3ms	SAY (V)
09	הַכּוּשִׁ֗י	H3569	HTd/Ngmsa	
10	יִהְי֤וּ	H1961	HVqj3mp	EXIST (V)
11	כַנַּ֨עַר֙	H5288	HRd/Ncmsa	YOUNG MAN
12	אֹֽיְבֵי֙	H341	HVqrmpc	ATTACK (V)
13	אֲדֹנִ֣י	H113	HNcmsc/Sp1cs	LORD
14	הַמֶּ֔לֶךְ	H4428	HTd/Ncmsa	KING
15	וְכֹ֛ל	H3605	HC/Ncmsa	ALL
16	אֲשֶׁר	H834	HTr	WHICH
17	קָ֥מוּ	H6965	HVqp3cp	RISE (V)
18	עָלֶ֖יךָ	H5921	HR/Sp2ms	UPON
19	לְרָעָֽה	H7451	HR/Ncfsa	DYSFUNCTIONAL

## 18:33
01	וַיִּרְגַּ֣ז	H7264	HC/Vqw3ms	SHAKE (V)
02	הַמֶּ֗לֶךְ	H4428	HTd/Ncmsa	KING
03	וַיַּ֛עַל	H5927	HC/Vqw3ms	GO UP (V)
04	עַל	H5921	HR	UPON
05	עֲלִיַּ֥ת	H5944	HNcfsc	LOFT
06	הַשַּׁ֖עַר	H8179	HTd/Ncmsa	GATE
07	וַיֵּ֑בְךְּ	H1058	HC/Vqw3ms	WEEP (V)
08	וְכֹ֣ה	H3541	HC/D	IN THIS WAY
09	אָמַ֣ר	H559	HVqp3ms	SAY (V)
10	בְּלֶכְתּ֗וֹ	H3212	HR/Vqc/Sp3ms	WALK (V)
11	בְּנִ֤י	H1121	HNcmsc/Sp1cs	SON
12	אַבְשָׁלוֹם֙	H53	HNp	
13	בְּנִ֣י	H1121	HNcmsc/Sp1cs	SON
14	בְנִ֣י	H1121	HNcmsc/Sp1cs	SON
15	אַבְשָׁל֔וֹם	H53	HNp	
16	מִֽי	H4310	HTi	WHO
17	יִתֵּ֤ן	H5414	HVqi3ms	TERRIBLE
18	מוּתִי֙	H4191	HVqc/Sp1cs	DIE (V)
19	אֲנִ֣י	H589	HPp1cs	I
20	תַחְתֶּ֔יךָ	H8478	HR/Sp2ms	UNDER
21	אַבְשָׁל֖וֹם	H53	HNp	
22	בְּנִ֥י	H1121	HNcmsc/Sp1cs	SON
23	בְנִֽי	H1121	HNcmsc/Sp1cs	SON

