Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
GEN	1	3	d7qw	figs-imperative		0.0	Let there be light	This is a command. By commanding that light should exist, God made it exist. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:3
GEN	1	5	jc2d	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:5
GEN	1	6	urb3	figs-imperative		0.0	Let there be an expanse…let it divide	These are commands. By commanding that the expanse should exist and that it divide the waters, God made it exist and divide the waters. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:6
GEN	1	8	ss9r	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. See how you translated this in [Genesis 1:5](../01/05.md). (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:8
GEN	1	9	zu6f	figs-activepassive		0.0	Let the waters…be gathered	This can be translated with an active verb. This is a command. By commanding that the waters gather together, God made them gather together. Alternate translation: “Let the waters…gather” or “Let the waters…come together” (See: [[rc://en/ta/man/translate/figs-activepassive]] and [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:9
GEN	1	9	iv2c	figs-imperative		0.0	let the dry land appear	The water had covered the land. Now the water would move aside and some of the land would be uncovered. This is a command. By commanding that dry land should appear, God made it appear. Alternate translation: “let dry land become visible” or “let the dry land become clear” or “let the land be uncovered” (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:9
GEN	1	11	d9q7	figs-imperative		0.0	Let the earth sprout vegetation	This is a command. By commanding that vegetation should sprout on the earth, God made it sprout. Alternate translation: “Let vegetation sprout up on the earth” or “Let vegetation grow on the earth” (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:11
GEN	1	13	ch8e	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. See how you translated this in [Genesis 1:5](../01/05.md). (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:13
GEN	1	14	sr8w	figs-imperative		0.0	Let there be lights in the sky	This is a command. By commanding that lights should exist, God made them exist. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:14
GEN	1	14	m2r4	figs-imperative		0.0	let them be as signs	This is a command. By commanding that they should serve as signs, God made them serve as signs. Alternate translation: “Let them serve as signs” or “let them show” (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:14
GEN	1	15	q4ne	figs-imperative		0.0	Let them be lights in the sky to give light upon the earth	This is a command. By commanding that they should light the earth, God made them light the earth. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:15
GEN	1	16	byf5	figs-personification		0.0	to rule the day	The lights that controlled the day are spoken of as if they were a human ruler that controlled what people do. Alternate translation: “to direct the daytime as a ruler directs a group of people” or “to mark the times of the day” (See: [[rc://en/ta/man/translate/figs-personification]] and [[rc://en/ta/man/translate/figs-metaphor]])	GEN 1:16
GEN	1	19	ds1l	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. See how you translated this in [Genesis 1:5](../01/05.md). (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:19
GEN	1	20	uw3u	figs-imperative		0.0	Let the waters be filled with great numbers of living creatures	This is a command. By commanding that living creatures should fill the waters, God made them exist. Some languages may have one word that refers to all kinds of fish and sea animals. Alternate translation: “Let the waters be full of many living things” or “Let many animals that swim live in the oceans” (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:20
GEN	1	20	g6cj	figs-imperative		0.0	let birds fly	This is a command. By commanding that birds should fly, God made them fly. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:20
GEN	1	22	ti8f	figs-doublet		0.0	Be fruitful and multiply	This is God’s blessing. He told the sea animals to produce more sea animals like themselves, so that there would be many of them in the seas. The word “multiply” explains how they are to be “fruitful.” (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-idiom]])	GEN 1:22
GEN	1	22	lm9s	figs-imperative		0.0	Let birds multiply	This is a command. By commanding that birds should multiply, God made birds multiply. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:22
GEN	1	23	kpz8	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. See how you translated this in [Genesis 1:5](../01/05.md). (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:23
GEN	1	24	ke21	figs-imperative		0.0	Let the earth produce living creatures	“Let the earth produce living things” or “Let many living animals live on the earth.” This is a command. By commanding that the earth should produce living creatures, God made the earth produce living creatures. (See: [[rc://en/ta/man/translate/figs-imperative]])	GEN 1:24
GEN	1	26	x8fd	figs-pronouns		0.0	Let us make	The word “us” here refers to God. God was saying what he intended to do. The pronoun “us” is plural. Possible reasons for the plural use are (1) the plural form suggests that God is discussing something with the angels that make up his heavenly court or (2) the plural form foreshadows the later New Testament implications that God exists in the form of the Holy Trinity. Some translate it as “Let me make” or “I will make.” If you do this, consider adding a footnote to say that the word is plural. (See: [[rc://en/ta/man/translate/figs-pronouns]])	GEN 1:26
GEN	1	26	kt75	figs-doublet		0.0	in our image, after our likeness	These two phrases mean the same thing and emphasize that God made mankind to be like him. This verse does not tell in what ways God made people to be like himself. God does not have a body, so it does not mean that people would look like God. Alternate translation: “to truly be like us” (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-pronouns]])	GEN 1:26
GEN	1	27	qip4	figs-parallelism		0.0	God created man…he created him	These two sentences mean the same thing and emphasize that God created people in his own image. (See: [[rc://en/ta/man/translate/figs-parallelism]])	GEN 1:27
GEN	1	28	tfr1	figs-doublet		0.0	Be fruitful, and multiply	God told the man and the woman to produce more people like themselves so that there would be many of them. The word “multiply” explains how they are to be “fruitful.” See how you translated this in [Genesis 1:22](../01/22.md). (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-idiom]])	GEN 1:28
GEN	1	31	stn7	figs-merism		0.0	evening and morning	This refers to the whole day. The writer speaks of the whole day as if it were these two parts. In the Jewish culture, a day begins when the sun sets. See how you translated this in [Genesis 1:5](../01/05.md). (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 1:31
GEN	2	1	yv5z	figs-activepassive		0.0	were finished	This can be stated in active form. Alternate translation: “God had finished creating them” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 2:1
GEN	2	2	qf2n	figs-idiom		0.0	came to the end of	This is an idiom. Alternate translation: “had finished” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 2:2
GEN	2	9	rp99	figs-merism		0.0	good and evil	This is a figure of speech that refers to both extremes and everything in between. Alternate translation: “everything, including both good and evil” (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 2:9
GEN	2	11	i82f	figs-distinguish		0.0	where there is gold	This phrase gives information about Havilah. Some languages would translate it as a separate sentence. Alternate translation: “There is gold in Havilah” (See: [[rc://en/ta/man/translate/figs-distinguish]])	GEN 2:11
GEN	2	14	trw5	figs-distinguish		0.0	which flows east of Ashur	“which flows in the land east of the city of Ashur.” The Tigris River flows from north to south. The phrase “which flows east of Ashur” gives information about where the Tigris River is. Some languages would translate it as a separate sentence. Alternate translation: “It flows east of Ashur” (See: [[rc://en/ta/man/translate/figs-distinguish]])	GEN 2:14
GEN	2	16	b9cu	figs-you		0.0	you	This pronoun is singular. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 2:16
GEN	2	20	l5uf	figs-activepassive		0.0	there was found no helper suitable for him	This can be stated in active form. Alternate translation: “there was no companion that was right for him” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 2:20
GEN	2	24	tr8p	figs-idiom		0.0	they will become one flesh	This idiom speaks of sexual activity as though the bodies that are together become one body. Alternate translation: “their two bodies will become one body” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 2:24
GEN	3	1	bp3b	figs-rquestion		0.0	Has God really said, ‘You…garden’?	The snake is pretending to be surprised that God has made this rule. This rhetorical question can be translated as a statement. Alternate translation: “I am surprised that God said, ‘You…garden.’” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 3:1
GEN	3	1	t1qz	figs-you		0.0	You must not eat	The word “you” is plural and refers to the man and the woman. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 3:1
GEN	3	3	b76r	figs-you		0.0	You may not…nor may you…you will die	The word “you” is plural and refers to the man and the woman. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 3:3
GEN	3	4	fw9n	figs-you		0.0	You will…not die	These words refer to the man and the woman and so are dual or plural. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 3:4
GEN	3	5	rvj9	figs-you		0.0	you…your…you	These words refer to the man and the woman and so are dual or plural. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 3:5
GEN	3	5	k8qs	figs-idiom		0.0	your eyes will be opened	“your eyes will open.” This idiom means “you will become aware of things” or “you will understand new things.” This meaning can be stated clearly. Alternate translation: “It will be as though your eyes were opened” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 3:5
GEN	3	5	kv6j	figs-merism		0.0	knowing good and evil	Here “good and evil” is a figure of speech that refers to both extremes and everything in between. See how you translated “knowledge of good and evil” in [Genesis 2:9](../02/09.md). Alternate translation: “knowing everything, including both good and evil” (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 3:5
GEN	3	7	l856	figs-explicit		0.0	made coverings for themselves	They did this because they were ashamed. This implicit information can be made explicit if needed as in the UST. Alternate translation: “clothed themselves with them because they were ashamed” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 3:7
GEN	3	9	ijl7	figs-you		0.0	you	In verses 9 and 11, God was speaking to the man. Languages that have a singular form of “you” would use that here. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 3:9
GEN	3	11	ujb1	figs-rquestion		0.0	Who told you	God knew the answer to this question. He asked it in order to force Adam to confess that he had disobeyed God. (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 3:11
GEN	3	11	hny5	figs-rquestion		0.0	Have you eaten…from?	Again, God knew this had happened. Translate this question in a form that shows God was accusing Adam of disobedience. The sentence can be translated as a statement. Alternate translation: “You must have eaten…from.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 3:11
GEN	3	13	fw79	figs-rquestion		0.0	What is this you have done?	God already knew what the woman had done. When he asked this question, he was giving her the opportunity to tell him about it, and he was expressing his disappointment with what she had done. Many languages use rhetorical questions for scolding or rebuking. If possible, use a form that expresses this disappointment. It can also be translated as a statement. Alternate translation: “You have done a terrible thing.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 3:13
GEN	3	15	iyz4	figs-pronouns		0.0	He will bruise…his heel	The words “he” and “his” refer to the woman’s descendant. If “seed” was translated as plural, this can be translated as “they will bruise…their heel”; in this case, consider inserting footnotes to say that the “they” and “their” are used to translate a singular pronoun. (See: [[rc://en/ta/man/translate/figs-pronouns]])	GEN 3:15
GEN	3	17	f2pb	figs-idiom		0.0	you have listened to the voice of your wife	This is an idiom. Alternate translation: “you have obeyed what your wife said” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 3:17
GEN	3	17	jl8p	figs-explicit		0.0	have eaten from the tree	You can say what it was that they ate. Alternate translation: “have eaten the fruit of the tree” or “have eaten some of the fruit of the tree” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 3:17
GEN	3	17	rlw9	figs-activepassive		0.0	cursed is the ground	The word “curse” comes first in the sentence to emphasize that the ground, which had been “good” ([Genesis 1:10](../01/10.md)), was now under God’s curse. This can be stated in active form. Alternate translation: “I am cursing the ground” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 3:17
GEN	3	17	dg63	figs-metonymy		0.0	you will eat from it	The word “it” refers to the ground and is a metonym for the parts of the plants, which grow in the ground, that people eat. Alternate translation: “you will eat what grows from it” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 3:17
GEN	3	19	pl6i	figs-synecdoche		0.0	you will eat bread	Here the word “bread” is a synecdoche for food in general. Alternate translation: “you will eat food” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 3:19
GEN	3	20	wq8p	figs-nominaladj		0.0	all the living	The word “living” refers to people. Alternate translation: “all people” or “all living people” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	GEN 3:20
GEN	3	22	x7q6	figs-merism		0.0	knowing good and evil	Here “good and evil” is a figure of speech that refers to both extremes and everything in between. See how you translated “knowledge of good and evil” in [Genesis 2:9](../02/09.md). Alternate translation: “knowing everything, including both good and evil” (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 3:22
GEN	3	22	vz41	figs-activepassive		0.0	he must not be allowed	This can be stated in active form. Alternate translation: “I will not allow him” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 3:22
GEN	4	1	eg45	figs-euphemism		0.0	The man knew Eve	This is a polite way of saying that the man had sexual relations with Eve. You may need to use another euphemism in your language. (See: [[rc://en/ta/man/translate/figs-euphemism]])	GEN 4:1
GEN	4	1	g2tx	figs-explicit		0.0	Cain	Translators may want to include a footnote that says “The name Cain sounds like the Hebrew word that means ‘produce.’ Eve named him Cain because she produced him.” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:1
GEN	4	3	ph1l	figs-explicit		0.0	fruit of the ground	This refers to the food that came from plants he had tended. Alternate translation: “crops” or “harvest” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:3
GEN	4	4	zq2f	figs-explicit		0.0	some of the fat	This refers to the fatty parts of the lambs that he had killed, it was the best part of the animal. Alternate translation: “some of their fat parts” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:4
GEN	4	5	bwt7	figs-idiom		0.0	he scowled	This means that the expression on his face showed that he was angry or jealous. Some languages have an idiom that describes what a person’s face looks like when he is angry. (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 4:5
GEN	4	6	pu1k	figs-rquestion		0.0	Why are you angry and why are you scowling?	God used these rhetorical questions to tell Cain that he was wrong to be angry and scowl. They may also have been intended to give Cain an opportunity to confess that he was wrong. (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 4:6
GEN	4	7	ln9v	figs-rquestion		0.0	If you…will you not be accepted?	God used this rhetorical question to remind Cain of something Cain should have already known. Alternate translation: “You know that if you do what is right, I will accept you” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 4:7
GEN	4	7	j7ks	figs-personification		0.0	But if you do not…you must rule over it	God speaks of sin as if it were a person. Alternate translation: “But if you do not do what is right, you will desire to sin even more, and then you will do sinful things. You must refuse to obey it” (See: [[rc://en/ta/man/translate/figs-personification]])	GEN 4:7
GEN	4	7	eqb2	figs-metaphor		0.0	sin crouches…to control you	Here sin is spoken of as a dangerous wild animal that is waiting for the chance to attack Cain. Alternate translation: “you will become so angry that you will not be able to stop sin” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 4:7
GEN	4	7	s7tk	figs-personification		0.0	you must rule over it	Yahweh speaks of Cain’s desire to sin as if it were a person over whom Cain should rule. Alternate translation: “you must control it so you do not sin” (See: [[rc://en/ta/man/translate/figs-personification]])	GEN 4:7
GEN	4	8	h58l	figs-explicit		0.0	brother	Abel was Cain’s younger brother. Some languages may need to use the word for “younger brother.” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:8
GEN	4	8	znp9	figs-idiom		0.0	rose up against	Standing up to fight against a person is an idiom for attacking him. Alternate translation: “attacked” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 4:8
GEN	4	9	rc6x	figs-rquestion		0.0	Where is Abel your brother	God knew that Cain had killed Abel, but he asked Cain this question so that Cain would have to answer. (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 4:9
GEN	4	9	r4il	figs-rquestion		0.0	Am I my brother’s keeper?	Cain used this rhetorical question so that he would not have to tell the truth. This can be translated as a statement. Alternate translation: “I am not my brother’s keeper!” or “You know that taking care of my brother is not my job!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 4:9
GEN	4	10	fs9s	figs-rquestion		0.0	What have you done?	God uses a rhetorical question to rebuke Cain. This can be translated as a statement. Alternate translation: “What you have done is terrible!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	GEN 4:10
GEN	4	10	epa5	figs-metonymy		0.0	Your brother’s blood is calling out to me	Abel’s blood is a metonym for his death, as if it were a person calling out for God to punish Cain. Alternate translation: “Your brother’s blood is like a person calling out to me to punish the person who killed him” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 4:10
GEN	4	11	xi71	figs-activepassive		0.0	Now cursed are you from the ground	This can be stated in active form. Alternate translation: “I am cursing you so that you will not be able to grow food from the ground” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 4:11
GEN	4	11	p2h4	figs-personification		0.0	which has opened its mouth to receive your brother’s blood	God speaks of the earth as if it were a person who could drink Abel’s blood. Alternate translation: “which is soaked with your brother’s blood” (See: [[rc://en/ta/man/translate/figs-personification]])	GEN 4:11
GEN	4	11	n89j	figs-synecdoche		0.0	from your hand	Here Cain is represented by his “hand,” to emphasize that he personally had killed his brother. Alternate translation: “that spilled when you killed him” or “from you” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 4:11
GEN	4	12	t858	figs-personification		0.0	it will not yield to you its strength	The ground is personified as if it were a person who loses strength. Alternate translation: “the ground will not produce much food for you” (See: [[rc://en/ta/man/translate/figs-personification]])	GEN 4:12
GEN	4	12	vn98	figs-hendiadys		0.0	A fugitive and a wanderer	You can join these words together. Alternate translation: “A homeless wanderer” (See: [[rc://en/ta/man/translate/figs-hendiadys]])	GEN 4:12
GEN	4	14	e7mj	figs-idiom		0.0	I will be hidden from your face	The term “your face” represents God’s presence. Alternate translation: “I will not be able to speak to you” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 4:14
GEN	4	15	zay8	figs-activepassive		0.0	vengeance will be taken on him sevenfold	This can be stated in active form. Alternate translation: “I will take vengeance on him seven times” or “I will punish that person seven times as severely as I am punishing you” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 4:15
GEN	4	16	f6yy	figs-idiom		0.0	went out from the presence of Yahweh	Even though Yahweh is everywhere, this idiom speaks of Cain as though he went far away. Alternate translation: “went away from where Yahweh spoke to him” (See: [[rc://en/ta/man/translate/figs-idiom]])	GEN 4:16
GEN	4	17	s2i7	figs-euphemism		0.0	Cain knew his wife	This is a polite way of saying that Cain had sexual relations with his wife. You may need to use another euphemism in your language. See how you translated this in [Genesis 4:1](../04/01.md). (See: [[rc://en/ta/man/translate/figs-euphemism]])	GEN 4:17
GEN	4	18	n5ni	figs-explicit		0.0	To Enoch was born Irad	It is implied that Enoch grew up and married a woman. Alternate translation: “Enoch grew up and married and became the father of a son whom he named Irad” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:18
GEN	4	23	f7di	figs-parallelism		0.0	listen to my voice…listen to what I say	Lamech said the same thing twice for emphasis. His voice is a synecdoche for his whole person. Alternate translation: “listen carefully to me” (See: [[rc://en/ta/man/translate/figs-parallelism]] and [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 4:23
GEN	4	23	pa9h	figs-parallelism		0.0	a man for wounding me, a young man for bruising me	Lamech killed only one person. These two phrases mean the same thing and are repeated to emphasize the certainty of his action. Alternate translation: “a young man because he hurt me” (See: [[rc://en/ta/man/translate/figs-parallelism]])	GEN 4:23
GEN	4	24	reh3	figs-activepassive		0.0	If Cain is avenged seven times, then Lamech	Lamech knows that God will avenge Cain seven times. Alternate translation: “Since God will punish anyone who kills Cain seven times, Lamech” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 4:24
GEN	4	24	w88s	figs-activepassive		0.0	then Lamech will be avenged seventy-seven times	This can be stated in active form. Alternate translation: “whoever kills me, God will punish seventy-seven times” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 4:24
GEN	4	25	g5y9	figs-euphemism		0.0	Adam knew his wife	This is a polite way of saying that Adam had sexual relations with his wife. You may need to use another euphemism in your language. See how you translated this in [Genesis 4:1](../04/01.md). (See: [[rc://en/ta/man/translate/figs-euphemism]])	GEN 4:25
GEN	4	25	y7i8	figs-explicit		0.0	said, “God has given me another son	This is the reason that she named him Seth. This can be made explicit. Alternate translation: “explained, ‘God has given me another child” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:25
GEN	4	26	aua4	figs-explicit		0.0	A son was born to Seth	This can be made explicit. Alternate translation: “Seth’s wife bore him a son” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:26
GEN	4	26	i4rs	figs-explicit		0.0	to call on the name of Yahweh	This is the first time people called God by the name Yahweh. This can be made explicit. Alternate translation: “to worship God by using the name Yahweh” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 4:26
GEN	5	1	qwp1	figs-pronouns		0.0	in his own likeness	This phrase means that God made mankind to be like him. This verse does not tell in what ways God made people to be like himself. God does not have a body, so it does not mean that people would look like God. See how “after our likeness” is translated in [Genesis 1:26](../01/26.md). Alternate translation: “to truly be like us” (See: [[rc://en/ta/man/translate/figs-pronouns]])	GEN 5:1
GEN	5	2	j6nz	figs-activepassive		0.0	when they were created	This can be made active. Alternate translation: “when he created them” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 5:2
GEN	5	22	w9tp	figs-metaphor		0.0	Enoch walked with God	To walk with someone is a metaphor for being in a close relationship with him. Alternate translation: “Enoch had a close relationship with God” or “Enoch lived in union with God” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 5:22
GEN	5	29	lr8d	figs-doublet		0.0	from our work and from the painful labor of our hands	Lamech says the same thing twice to emphasize how hard the work was. Alternate translation: “from working so hard with our hands” (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 5:29
GEN	6	1	dj4v	figs-activepassive		0.0	daughters were born to them	This can be active. Alternate translation: “the women bore daughters” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 6:1
GEN	6	5	id88	figs-metonymy		0.0	the thoughts of their hearts	The writer speaks of the heart as if it were the part of the body that thinks. Your language may use a word other than “heart” to talk about the part of people that thinks. Alternate translation: “their inner, secret thoughts” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 6:5
GEN	6	6	mr7b	figs-metonymy		0.0	it grieved him to his heart	The writer speaks of the heart as if it were the part of the body that feels sadness. Your language may use a word other than “heart” to talk about the emotions. Alternate translation: “he was very, very sad about it” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 6:6
GEN	6	7	tk23	figs-metaphor		0.0	I will wipe away mankind…from the surface of the earth	The writer speaks of God killing people as if God were wiping dirt off a flat surface. Alternate translation: “I will destroy mankind…so that there will not be any people on the earth” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 6:7
GEN	6	7	if98	figs-distinguish		0.0	I will wipe away mankind whom I have created	Some languages would need to translate this as two sentences. Alternate translation: “I created mankind. I will wipe them away” (See: [[rc://en/ta/man/translate/figs-distinguish]])	GEN 6:7
GEN	6	8	sc4m	figs-idiom		0.0	Noah found favor in the eyes of Yahweh	The phrase “found favor” is an idiom which means to be approved of by someone. Also, the eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: “Yahweh looked favorably on Noah” or “Yahweh was pleased with Noah” (See: [[rc://en/ta/man/translate/figs-idiom]] and [[rc://en/ta/man/translate/figs-metaphor]])	GEN 6:8
GEN	6	11	ym2f	figs-metonymy		0.0	The earth	Possible meanings are (1) the people who lived on the earth or (2) “The earth itself.” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 6:11
GEN	6	11	cmt9	figs-metaphor		0.0	was corrupt	The people doing what is evil is spoken of as if they were food that has become rotten. Alternate translation: “was rotten” or “was completely evil” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 6:11
GEN	6	11	taq9	figs-metaphor		0.0	and it was filled with violence	The writer speaks of violence as if it were something that could be put into a container and of the earth as a container. Alternate translation: “and there were very many violent people on the earth” or “because it was full of people who did evil things to each other” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 6:11
GEN	6	12	ut53	figs-synecdoche		0.0	all flesh	Possible meanings for what “all flesh” represents are (1) all human beings or (2) all physical beings, including humans and animal. (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 6:12
GEN	6	12	ds5x	figs-metaphor		0.0	had corrupted their way	How a person behaves is spoken of as if it were a way or road. Alternate translation: “had stopped living the way God wanted” or “had behaved in an evil way” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 6:12
GEN	6	14	a94b	figs-explicit		0.0	cover it with pitch	The reason for doing this can be made explicit. Alternate translation: “spread pitch on it” or “paint tar on it” or “cover it with pitch to make it waterproof” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 6:14
GEN	6	17	b6s7	figs-go		0.0	I am about to bring the flood of waters	In some languages it may b e better to say “to send” instead of “to bring. It is also possible to avoid the direction and say “to cause.” Alternate translation: “I am about to send a flood of waters” or “I am about to cause a flood” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 6:17
GEN	6	17	h8ev	figs-synecdoche		0.0	all flesh	Here “flesh” represents all physical beings, including humans and animals. (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 6:17
GEN	6	17	jv7g	figs-metonymy		0.0	that has in it the breath of life	Here “breath” represents life. Alternate translation: “that lives” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 6:17
GEN	6	20	f2s1	figs-you		0.0	to you	This refers to Noah and so is singular. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 6:20
GEN	6	21	w126	figs-you		0.0	yourself…you	These refer to Noah and are singular. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 6:21
GEN	6	22	df5r	figs-parallelism		0.0	So Noah did this. According to all that God commanded him, so he did	These two sentences mean the same thing. The second sentence explains the first and emphasizes that Noah obeyed God. These parallel sentences can be combined into one. Alternate translation: “So Noah did everything that God commanded him to do” (See: [[rc://en/ta/man/translate/figs-parallelism]])	GEN 6:22
GEN	7	1	iml7	figs-go		0.0	Come…into the ark	“Enter…into the ark.” Many translations read “Go…into the ark.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 7:1
GEN	7	1	lh4z	figs-you		0.0	you	The word “you” refers to Noah and is singular. (See: [[rc://en/ta/man/translate/figs-you]])	GEN 7:1
GEN	7	2	qv8l	figs-go		0.0	you will bring	“take.” Many translations read “you will take.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 7:2
GEN	7	10	uy9m	figs-explicit		0.0	the waters of the flood came upon the earth	The implicit information, “it started to rain” can be made explicit. Alternate translation: “it started to rain and the waters of the flood came upon the earth” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 7:10
GEN	7	15	pbr7	figs-metonymy		0.0	Two of all flesh	Here “flesh” represents animals. (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 7:15
GEN	7	15	d2w3	figs-metonymy		0.0	in which was the breath of life	Here “breath” represents life. Alternate translation: “that lived” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 7:15
GEN	7	15	lgu4	figs-go		0.0	came to Noah	The word “came” can be translated as “went.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 7:15
GEN	7	15	uni5	figs-synecdoche		0.0	of all flesh	Here “flesh” represents animals. Alternate translation: “of every kind of animal” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 7:15
