Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
1SA	17	12	apl3	figs-parallelism		0.0	Jesse was an old man … very old among men	The two phrases mean basically the same thing and are combined for emphasis. (See: [[rc://en/ta/man/translate/figs-parallelism]])	1SA 17:12
1SA	17	14	kp25	figs-explicit		0.0	The three oldest	The implied information is that these are the sons of Jesse. Alternate translation: “The three oldest sons of Jesse” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 17:14
1SA	17	25	nx3g	figs-rquestion		0.0	Have you seen this man who has come up?	The soldiers were saying this to draw one another’s attention to the man Goliath. Alternate translation: “Look at this man who has come up!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:25
1SA	17	25	i1j1	figs-explicit		0.0	The king	This refers to the king of Israel. Alternate translation: “Our king” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 17:25
1SA	17	25	d62y	figs-metonymy		0.0	will make his father’s house free from taxation in Israel	The word “house” refers to the household or family. Alternate translation: “will no longer require his family to pay taxes” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:25
1SA	17	26	ys91	figs-abstractnouns		0.0	takes away the disgrace from Israel	This can be expressed with the verb “disgrace.” Alternate translation: “stops Israel from being disgraced” or “stops him from disgracing Israel” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1SA 17:26
1SA	17	26	vrc8	figs-rquestion		0.0	Who is this uncircumcised Philistine that he should defy the armies of the living God?	David said this to show his anger that this Philistine was defying God’s army. Alternate translation: “This uncircumcised Philistine certainly has no power that he should defy the armies of the living God!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:26
1SA	17	28	tmc9	figs-metaphor		0.0	Eliab’s anger was kindled against David	Here anger is spoken of as if it were a fire that could be kindled. Alternate translation: “Eliab became angry with David” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 17:28
1SA	17	28	f8iy	figs-rquestion		0.0	Why did you come down here?	Eliab uses this question to show that he is angry that David came down. He was probably implying that David did not have a good reason for coming. Alternate translation: “You had no good reason to come here” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:28
1SA	17	28	k8hg	figs-rquestion		0.0	With whom have you left those few sheep in the wilderness?	Eliab uses this question to insult David by making his work seem unimportant and by accusing him of not taking care of his father’s sheep. Alternate translation: “You simply had the responsibility of watching over a few sheep in the wilderness. You could not even carry out that simple responsibility!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:28
1SA	17	28	aj1w	figs-parallelism		0.0	your pride, and the mischief in your heart	These two phrases mean basically the same thing and are combined for emphasis. (See: [[rc://en/ta/man/translate/figs-parallelism]])	1SA 17:28
1SA	17	29	m8dz	figs-rquestion		0.0	What have I done now? Was it not just a question?	David used these questions to express his frustration and to justify himself. Alternate translation: “I have done nothing wrong. I was only asking a question!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:29
1SA	17	31	q448	figs-activepassive		0.0	When the words that David said were heard	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “When the soldiers heard what David said” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 17:31
1SA	17	32	h5di	figs-metonymy		0.0	Let no man’s heart fail	The heart failing represents being terrified and losing confidence. Alternate translation: “Do not let anyone be terrified” or “Do not let anyone lose their confidence” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:32
1SA	17	32	h1gz	figs-123person		0.0	your servant will go	David spoke of himself as “your servant” to show respect to Saul. Alternate translation: “I, your servant, will go” (See: [[rc://en/ta/man/translate/figs-123person]])	1SA 17:32
1SA	17	34	ing5	figs-123person		0.0	Your servant used to keep his father’s sheep	David spoke of himself as “your servant” to show respect to Saul. See how you translated this in [1 Samuel 17:32](../17/32.md). Alternate translation: “I, your servant, used to keep my father’s sheep” (See: [[rc://en/ta/man/translate/figs-123person]])	1SA 17:34
1SA	17	35	tq7y	figs-idiom		0.0	he rose up against me	Here “rose up against” is an idiom that refers to attacking. Alternate translation: “it attacked me” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 17:35
1SA	17	37	hb63	figs-metonymy		0.0	from the paw of the lion and from the paw of the bear	Bears and lions use their paws when they attack, so the word “paw” represents the attack. Alternate translation: “from the attack of the lion and from the attack of the bear” or “from the lion and the bear” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:37
1SA	17	37	p2u2	figs-metonymy		0.0	the hand of this Philistine	The Philistine’s hand represents his power in fighting. Alternate translation: “the power of this Philistine” or “the Philistine” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:37
1SA	17	43	tz3r	figs-metaphor		0.0	Am I a dog, that you come to me with sticks?	Here a dog represents a small animal that a person can easily kill. The word “sticks” refers to David’s staff and shows Goliath’s opinion that it is not a good weapon. Goliath uses this question to accuse David of insulting him. Alternate translation: “You insult me by coming at me with mere sticks as if I were just a dog!” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-rquestion]])	1SA 17:43
1SA	17	44	cc8i	figs-metaphor		0.0	I will give your flesh to the birds of the heavens and to the beasts of the field	Goliath speaks of killing David and leaving his body on the ground for the animals to eat it as if he were to give David’s body to the animals. Alternate translation: “I will kill you, and the birds of the heavens and the beasts of the field will eat your body” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 17:44
1SA	17	45	aq63	figs-metonymy		0.0	in the name of Yahweh	Here “name” represents God’s power or authority. Alternate translation: “with the power of Yahweh” or “with the authority of Yahweh” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:45
1SA	17	46	mcz7	figs-metaphor		0.0	I will give the dead bodies … to the birds … and to the wild beasts of the earth	David speaks of leading the Israelites in killing the Philistines and leaving their bodies on the ground for the animals to eat them as if he were to give their bodies to the animals. Alternate translation: “We Israelites will kill the Philistine army, and the birds of the heavens and the wild beasts of the earth will eat them” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 17:46
1SA	17	46	h6s8	figs-metonymy		0.0	all the earth may know	The word “earth” refers to the people on earth. Alternate translation: “all the people of the earth may know” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:46
1SA	17	47	mfy6	figs-metonymy		0.0	Yahweh does not give victory with sword or spear	Swords and spears are examples of battle weapons. They represent human ways of fighting. Alternate translation: “The victory that Yahweh gives does not depend on sword and spear” or “when Yahweh gives us victory, he does not depend on how we fight” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:47
1SA	17	47	duh1	figs-metonymy		0.0	the battle is Yahweh’s	Winning the battle is spoken of as owning the battle. Alternate translation: “Yahweh always wins the battle” or “the victory belongs to Yahweh” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:47
1SA	17	47	n39p	figs-metonymy		0.0	he will give you into our hand	Giving the Philistines into Israel’s hand represents helping Israel to defeat the Philistines in battle. Alternate translation: “he will help us defeat you” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 17:47
1SA	17	52	c1ad	figs-explicit		0.0	The dead Philistines lay along the way to Shaaraim	It can be stated clearly that the Israelites were killing the Philistines as they chased them. Alternate translation: “And they killed the Philistines as they chased them, and the bodies of the dead Philistines were on the ground along the way to Shaaraim” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 17:52
1SA	17	55	wk2v	figs-events		0.0	When Saul saw David	The conversation in 17:55-56 happened before David killed Goliath. Alternate translation: “When Saul had seen David” or “Earlier when Saul saw David” (See: [[rc://en/ta/man/translate/figs-events]])	1SA 17:55
1SA	18	1	w8c4	figs-metaphor		0.0	the soul of Jonathan was bound to the soul of David	Very close friendship is spoken of as if it were binding together the souls of two people. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Jonathan felt a strong affection towards David” or “Jonathan committed himself to David” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:1
1SA	18	1	k383	figs-synecdoche		0.0	Jonathan loved him as his own soul	Here “loved” refers to the love between friends, not romantic love. The word “soul” represents the person or the person’s life. Alternate translation: “Jonathan loved David as much as he loved himself” or “Jonathan loved David as he loved his own life” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 18:1
1SA	18	3	l8pd	figs-synecdoche		0.0	Jonathan loved him as his own soul	Here “loved” refers to the love between friends, not romantic love. The word “soul” represents the person or the person’s life. See how you translated this in [1 Samuel 18:1](../18/01.md). Alternate translation: “Jonathan loved David as much as he loved himself” or “Jonathan loved David as he loved his own life” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 18:3
1SA	18	5	w4mv	figs-metaphor		0.0	This was pleasing in the eyes of all the people and also in the sight of Saul’s servants	The phrases “in the eyes of” and “in the sight of” mean the same thing. The opinion of the people is spoken of as something that they view as either good or bad. Alternate translation: “This was pleasing in the opinions of all the people and of Saul’s servants” or “This pleased all the people and Saul’s servants” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 18:5
1SA	18	6	v9fv	figs-hyperbole		0.0	from all the cities of Israel	This is generalization that emphasizes the great number of women who came from many cities. Alternate translation: “from many of the cities throughout Israel” (See: [[rc://en/ta/man/translate/figs-hyperbole]])	1SA 18:6
1SA	18	7	ii5a	figs-ellipsis		0.0	David his ten thousands	The verb may be supplied from the previous line. Alternate translation: “David has killed his ten thousands” (See: [[rc://en/ta/man/translate/figs-ellipsis]])	1SA 18:7
1SA	18	8	xi13	figs-rquestion		0.0	What more can he have but the monarchy?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “The only thing left for him to have is the kingship.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 18:8
1SA	18	13	zlq6	figs-idiom		0.0	David went out and came in before the people	Here “the people” refers to the soldiers under David’s command. The phrases “went out” and “came in” are idioms that refer to leading the people into battle and leading them home from battle. Alternate translation: “David led his soldiers into battle and led them home from battle” (See: [[rc://en/ta/man/translate/figs-idiom]] and [[rc://en/ta/man/translate/figs-explicit]])	1SA 18:13
1SA	18	15	cml9	figs-idiom		0.0	he stood in awe of him	Here “stood in awe” is an idiom that means to fear. Alternate translation: “he feared David” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 18:15
1SA	18	16	bgb3	figs-metonymy		0.0	all Israel and Judah loved David	Here “Israel and Judah” represent the people of all of the tribes. Alternate translation: “all the people in Israel and Judah loved David” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 18:16
1SA	18	16	c9ce	figs-idiom		0.0	went out and came in before them	The phrases “went out” and “came in” are idioms that refer to leading the people into battle and leading them home from battle. See how you translated this in [1 Samuel 18:13](../18/13.md). Alternate translation: “led his soldiers into battle and led them home from battle” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 18:16
1SA	18	17	ptz6	figs-metaphor		0.0	Let not my hand be on him, but let the hand of the Philistines be on him	Harming someone is spoken of as if it were placing one’s hand on that person. Here, Saul is referring to killing David. Alternate translation: “I will not be the one to kill him; I will let the Philistines kill him” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-euphemism]])	1SA 18:17
1SA	18	18	ij43	figs-rquestion		0.0	Who am I, and who are my relatives, or my father’s clan in Israel … to the king?	David uses this rhetorical question to emphasize that he is not worthy of being Saul’s son-in-law. Alternate translation: “I am nobody and neither my relatives nor my father’s family are important enough in Israel … to the king.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 18:18
1SA	18	19	imc2	figs-activepassive		0.0	when Merab, Saul’s daughter, should have been given to David	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “when Saul should have given his daughter Merab to David” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:19
1SA	18	19	vdc5	figs-activepassive		0.0	she was given to Adriel	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Saul gave her to Adriel” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:19
1SA	18	21	dd2e	figs-metaphor		0.0	that the hand of the Philistines may be against him	Harming someone is spoken of as if it were placing one’s hand on that person. Here, Saul is referring to killing David. See how you translated a similar phrase in [1 Samuel 18:17](../18/17.md). Alternate translation: “so that the Philistines may kill him” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-euphemism]])	1SA 18:21
1SA	18	23	eps5	figs-rquestion		0.0	Is it a small matter to you to be the king’s son-in-law, since I am a poor man, and lightly esteemed?	David asks this rhetorical question to emphasize that he is not worthy to be the king’s son-in-law. Alternate translation: “It is a great matter to be the king’s son-in-law, and I am too poor and unimportant for that.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 18:23
1SA	18	25	a18a	figs-ellipsis		0.0	The king does not desire any price for the bride except a hundred foreskins	The verb for the second phrase may be supplied from the first. Alternate translation: “The king does not desire any price for the bride; he desires only that you bring to him 100 foreskins” (See: [[rc://en/ta/man/translate/figs-ellipsis]] and [[rc://en/ta/man/translate/translate-numbers]])	1SA 18:25
1SA	18	25	wjv8	figs-activepassive		0.0	to be avenged from the king’s enemies	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “to get revenge on the king’s enemies” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:25
1SA	18	25	a2us	figs-euphemism		0.0	to make David fall by the hand of the Philistines	Here “fall” means to die. The phrase “by the hand” is an idiom that tells us the means by which something will happen, in this case, David will be killed by the Philistines. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “to have the Philistines kill David” (See: [[rc://en/ta/man/translate/figs-euphemism]] and [[rc://en/ta/man/translate/figs-idiom]] and [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:25
1SA	18	28	rjc2	figs-doublet		0.0	Saul saw, and he knew	Here the words “saw” and “knew” share similar meanings and emphasize that Saul knew with certainty. Alternate translation: “Saul recognized” (See: [[rc://en/ta/man/translate/figs-doublet]])	1SA 18:28
1SA	18	30	z7de	figs-metonymy		0.0	so that his name was highly regarded	Here “name” is a metonym for David. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that people greatly respected David” (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-activepassive]])	1SA 18:30
1SA	19	4	rf2u	figs-pronouns		0.0	Do not let the king sin against his servant	Jonathan speaks as if Saul is another person to show Saul that Jonathan respects Saul. Alternate translation: “Do not sin against your servant” (See: [[rc://en/ta/man/translate/figs-pronouns]])	1SA 19:4
1SA	19	5	z29d	figs-idiom		0.0	he took his life in his hand	Here “life in his hand” is an idiom that refers to risking his life. Alternate translation: “he risked his life” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 19:5
1SA	19	5	q7ya	figs-rquestion		0.0	Why would you sin against innocent blood by killing David for no reason?	Jonathan asks this question to rebuke Saul. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “You should not sin against innocent blood and kill David without cause.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 19:5
1SA	19	5	ep2k	figs-metonymy		0.0	sin against innocent blood	Here “blood” is a metonym for the life of an innocent person. Alternate translation: “commit the sin of murder” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 19:5
1SA	19	6	mg7b	figs-activepassive		0.0	he will not be put to death	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will not put him to death” or “I will not kill him” or “I will certainly keep him alive” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 19:6
1SA	19	11	zcu4	figs-idiom		0.0	If you do not save your life	Here “save your life” is an idiom that refers to escape. Alternate translation: “If you do not escape” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 19:11
1SA	19	11	www7	figs-activepassive		0.0	you will be killed	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “someone will kill you” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 19:11
1SA	19	15	uu8k	figs-explicit		0.0	Bring him up to me in the bed	The reason why the men thought David was in bed can be made explicit. Alternate translation: “If he really is too sick to come to me, bring me the bed with him in it” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 19:15
1SA	19	17	gw6j	figs-rquestion		0.0	Why have you deceived me and let my enemy go, so that he has escaped?	This could mean: (1) Saul really wants to know why Michal did what she did or (2) Saul uses this question to rebuke Michal. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “You should not have deceived me and let my enemy go, so that he has escaped.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 19:17
1SA	19	17	g47n	figs-rquestion		0.0	Let me go. Why should I kill you?	Although David did not actually say this, Michal tells Saul that David threatened her with this question. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “I will kill you if you do not help me to escape.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 19:17
1SA	19	19	v5b7	figs-activepassive		0.0	It was told to Saul	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Someone told Saul” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 19:19
1SA	19	20	a8aj	figs-metonymy		0.0	standing as head over them	Here “head” refers to a position of authority. Alternate translation: “acting as their leader” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 19:20
1SA	19	21	nrq8	figs-activepassive		0.0	When Saul was told this	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “When someone told Saul this” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 19:21
1SA	20	1	tia6	figs-parallelism		0.0	What have I done? What is my iniquity? What is my sin before your father, that he seeks to take my life?	These three questions mean basically the same thing. David uses them to emphasize that he has done nothing wrong to Saul. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “I have done nothing wrong. I have not committed any iniquity. I have not sinned against your father. He has no reason to take my life.” (See: [[rc://en/ta/man/translate/figs-parallelism]] and [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:1
1SA	20	1	g2ib	figs-idiom		0.0	that he seeks to take my life?	Here “take my life” is an idiom for “kill me.” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:1
1SA	20	2	e1je	figs-idiom		0.0	Far from it	Here “far from it” is an idiom that refers to that it is not true. Alternate translation: “This is certainly not true” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:2
1SA	20	2	jbn3	figs-merism		0.0	nothing either great or small	The words “great or small” include everything in between. Alternate translation: “nothing at all” (See: [[rc://en/ta/man/translate/figs-merism]])	1SA 20:2
1SA	20	2	w2w8	figs-rquestion		0.0	Why should my father hide this thing from me?	Jonathan uses this question to emphasize that Saul would have told him if he planned to kill David. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “My father has no reason to hide this thing from me!” or “If this thing were true, my father would certainly let me know!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:2
1SA	20	3	kn7z	figs-metaphor		0.0	I have found favor in your eyes	Here the eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: “I have pleased you” or “you consider me favorably” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 20:3
1SA	20	3	t6cz	figs-activepassive		0.0	he will be grieved	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “this will grieve him” or “he will be very sad” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 20:3
1SA	20	3	thq7	figs-idiom		0.0	there is but a step between me and death	Here “step between me and death” is an idiom that refers to being very close to death. Alternate translation: “I am very close to death” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:3
1SA	20	7	x3iw	figs-pronouns		0.0	your servant will have peace	David speaks of himself as if he were another person to show that he respects Jonathan. Alternate translation: “I, your servant, will have peace” (See: [[rc://en/ta/man/translate/figs-pronouns]])	1SA 20:7
1SA	20	8	avp9	figs-pronouns		0.0	with your servant … have brought your servant	David speak of himself in the third person as a form of humility. Alternate translation: “with me, your servant … have brought me, your servant” or “with me … have brought me” (See: [[rc://en/ta/man/translate/figs-pronouns]])	1SA 20:8
1SA	20	8	ap89	figs-explicit		0.0	you have brought your servant into a covenant of Yahweh with you	What it was that the two men agreed on can be made explicit. Alternate translation: “Yahweh heard you when you made a solemn agreement with me that you and I will always be good friends” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 20:8
1SA	20	8	hbz6	figs-rquestion		0.0	for why then should you bring me to your father?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “then there would be no reason for you to bring me to your father” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:8
1SA	20	9	ge5b	figs-idiom		0.0	Far be it from you!	This is an idiom that means it will never happen to you. Alternate translation: “This will never happen to you!” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:9
1SA	20	9	lt9v	figs-rquestion		0.0	would I not tell you?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “I would certainly tell you.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:9
1SA	20	12	y3r1	figs-rquestion		0.0	will I not then send to you and make it known to you?	Jonathan uses this question to emphasize that he will tell David if Saul intends to harm him. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “then I will certainly send to you and make it known to you” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:12
1SA	20	13	yn8n	figs-idiom		0.0	may Yahweh do to Jonathan and more also	This is an idiom. Jonathan uses this oath for emphasis and speaks of himself as if he were another person. Alternate translation: “may Yahweh do to me whatever harm my father intends to do to you, and even more than that” (See: [[rc://en/ta/man/translate/figs-idiom]] and [[rc://en/ta/man/translate/figs-pronouns]])	1SA 20:13
1SA	20	14	az7y	figs-rquestion		0.0	will you not show me the covenant faithfulness of Yahweh, that I may not die?	Jonathan asks this question to confirm that David will do this. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “please show me the covenant faithfulness of Yahweh, that I may not die” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:14
1SA	20	14	q324	figs-abstractnouns		0.0	show me the covenant faithfulness of Yahweh	The abstract noun **faithfulness** can be stated as **faithful**. Here, **of Yahweh** could mean: (1) “be faithful to me as Yahweh is faithful” or (2) “be faithful to me as Yahweh requires” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1SA 20:14
1SA	20	16	n5b7	figs-metonymy		0.0	house of David	The word “house” is a metonym for the people who live in the house. Alternate translation: “David’s family” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 20:16
1SA	20	16	wvm6	figs-synecdoche		0.0	May Yahweh require an accounting from the hand of the enemies of David	The hand is a synecdoche for the person. This could mean: (1) “May Yahweh use David’s enemies to punish David if David breaks this promise” or (2) “May Yahweh destroy the enemies of David.” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 20:16
1SA	20	17	l3uj	figs-synecdoche		0.0	he loved him as he loved his own soul	Here “his own soul” refers to himself. Alternate translation: “Jonathan loved David as much as he loved himself” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 20:17
1SA	20	18	f5bi	figs-activepassive		0.0	You will be missed	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “My father will miss you” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 20:18
1SA	20	19	ki6m	figs-idiom		0.0	when the business was in hand	Here “business was in hand” is an idiom that refers to when everything happened. Alternate translation: “when everything happened” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:19
1SA	20	29	h84j	figs-metaphor		0.0	if I have found favor in your eyes	Here the eyes represent seeing, and seeing represents thoughts or judgment. See how you translated this in [1 Samuel 20:3](../20/03.md). Alternate translation: “I have pleased you” or “you consider me favorably” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1SA 20:29
1SA	20	29	j146	figs-pronouns		0.0	the king’s table	Jonathan speaks of Saul as if he is another person to show that he respects Saul. Alternate translation: “your table” (See: [[rc://en/ta/man/translate/figs-pronouns]])	1SA 20:29
1SA	20	30	yn6q	figs-metonymy		0.0	Saul’s anger burned against Jonathan	Here “anger burned” is a metonym that refers to becoming very angry. Alternate translation: “Saul became very angry with Jonathan” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 20:30
1SA	20	30	vv24	figs-idiom		0.0	You son of a perverse, rebellious woman!	This is an idiom. Saul uses this phrase as a harsh rebuke to Jonathan and his concern for David. Alternate translation: “You stupid son of a prostitute” or “You stupid traitor” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:30
1SA	20	30	yr6n	figs-rquestion		0.0	Do I not know that you have chosen the son of Jesse … mother’s nakedness?	Saul uses this question to emphasize that he knows that Jonathan and David are friends. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “I know that you have chosen the son of Jesse … mother’s nakedness.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:30
1SA	20	30	g94g	figs-idiom		0.0	to the shame of your mother’s nakedness	Here “mother’s nakedness” is an idiom that refers to the mother who gave birth to you. Alternate translation: “to the shame of your mother who gave birth to you” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 20:30
1SA	20	31	zl6b	figs-activepassive		0.0	neither you nor your kingdom will be established	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “you will not become king and will not establish your kingdom” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 20:31
1SA	20	32	ux46	figs-rquestion		0.0	For what reason should he be put to death? What has he done?	Jonathan is trying to get Saul to think carefully about what he is doing. This can be translated as a statement, and the words “should he be put to death” can be translated in active form. Alternate translation: “You have no good reason to put him to death. He has done nothing wrong.” or “You have no good reason to kill him. He has done nothing wrong.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 20:32
1SA	20	34	brk4	figs-activepassive		0.0	he was grieved over David	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “he was grieving over David” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 20:34
1SA	20	37	d85z	figs-rquestion		0.0	Is not the arrow beyond you?	Jonathan uses this question to emphasize that the arrow is farther ahead of the young man. The uses of litotes also emphasizes this. The rhetorical question can be translated as a statement. Alternate translation: “You should know that the arrow is beyond you.” or “The arrow is far beyond you.” (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-litotes]])	1SA 20:37
1SA	21	3	q67h	figs-metonymy		0.0	what do you have on hand?	Here “on hand” is a metonym meaning “available.” Alternate translation: “What food do you have that you can give me?” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 21:3
1SA	21	4	a4hh	figs-ellipsis		0.0	if the young men have kept themselves from women	This can be translated as a complete sentence. Alternate translation: “Your men may eat it if they have not slept with women recently” (See: [[rc://en/ta/man/translate/figs-ellipsis]])	1SA 21:4
1SA	21	5	u5gt	figs-activepassive		0.0	women have been kept from us	This can be translated in active form. Alternate translation: “we have kept ourselves from women” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:5
1SA	21	5	xaa6	figs-activepassive		0.0	The things belonging to the men have been set apart	This can be translated in active form. Alternate translation: “The men have set what belongs to them apart” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:5
1SA	21	5	hx9a	figs-activepassive		0.0	How much more today will what they have be set apart	This is a statement, not a question. It can be translated in active form. Alternate translation: “It is especially true today that they will set apart what they have” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:5
1SA	21	6	u4vn	figs-activepassive		0.0	the bread that was set apart	This can be translated in active form. Alternate translation: “the bread that the priests had set apart” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:6
