MACULA_IDs	MARBLE_IDs
o080030090042	00800300900012
o080030090051	00800300900014
o080030090061	00800300900016
o080030090071 o080030090072	00800300900018
o080030090081	00800300900020
o080030090082	00800300900022
o080030090091 o080030090092	00800300900024
o080030090101	00800300900026
o080030090111 o080030090112	00800300900028
o080030090121	00800300900030
o080030090131	00800300900032
o080030090141	00800300900034
o080030100011	00800301000002
o080030100012	00800301000004
o080030100021	00800301000006
o080030100031	00800301000008
o080030100041	00800301000010
o080030100042	00800301000012
o080030100051 o080030100052	00800301000014
o080030100061	00800301000016
o080030100071 o080030100072	00800301000018
o080030100081	00800301000020
o080030100082	00800301000022
o080030100091	00800301000024
o080030100101	00800301000026
o080030100102	00800301000028
o080030100111	00800301000030
o080030100112	00800301000032
o080030100121	00800301000034
o080030100131	00800301000036
o080030100141	00800301000038
o080030100142	00800301000040
o080030100151	00800301000042
o080030100161	00800301000044
o080030100171	00800301000046
o080030100172	00800301000048
o080030100181	00800301000050
o080030110011	00800301100002
o080030110012	00800301100004
o080030110021 o080030110022	00800301100006
o080030110031	00800301100008
o080030110041	00800301100010
o080030110051	00800301100012
o080030110061	00800301100014
o080030110071	00800301100016
o080030110081	00800301100018
o080030110091 o080030110092	00800301100020
o080030110101	00800301100022
o080030110111	00800301100024
o080030110121	00800301100026
o080030110131	00800301100028
o080030110141 o080030110142	00800301100030
o080030110151	00800301100032
o080030110161	00800301100034
o080030110171	00800301100036
o080030110181	00800301100038
o080030120011	00800301200002
o080030120012	00800301200004
o080030120021	00800301200006
o080030120031	00800301200008
o080030120041	00800301200012
o080030120061	00800301200014
o080030120071	00800301200016
o080030120081	00800301200018
o080030120082	00800301200020
o080030120091	00800301200022
o080030120101	00800301200024
o080030120111	00800301200026
o080030120121 o080030120122	00800301200028
o080030130011	00800301300002
o080030130021	00800301300004
o080030130022	00800301300006
o080030130031	00800301300008
o080030130032	00800301300010
o080030130041	00800301300012
o080030130042	00800301300016
o080030130051	00800301300018
o080030130061 o080030130062	00800301300020
o080030130071	00800301300022
o080030130081	00800301300024
o080030130091	00800301300026
o080030130092	00800301300028
o080030130101	00800301300030
o080030130111	00800301300032
o080030130121	00800301300034
o080030130122 o080030130123	00800301300036
o080030130131	00800301300038
o080030130132 o080030130133	00800301300040
o080030130141	00800301300042
o080030130151	00800301300044
o080030130161	00800301300046
o080030130171	00800301300048
o080030130181	00800301300050
o080030130191	00800301300052
o080030130192	00800301300054
o080030140011	00800301400002
o080030140012	00800301400004
o080030140031 o080030140032	00800301400008
o080030140041	00800301400010
o080030140051	00800301400012
o080030140052	00800301400014
o080030140061	00800301400016
o080030140062	00800301400018
o080030140081	00800301400024
o080030140082	00800301400026
o080030140091	00800301400028
o080030140101	00800301400030
o080030140111	00800301400032
o080030140121 o080030140122	00800301400034
o080030140131	00800301400036
o080030140132	00800301400038
o080030140141	00800301400040
o080030140151	00800301400042
o080030140161	00800301400044
o080030140171	00800301400046
o080030140181	00800301400048
o080030140182	00800301400050
o080030140191	00800301400052
o080030140192	00800301400054
o080030150011	00800301500002
o080030150012	00800301500004
o080030150021	00800301500006
o080030150031	00800301500008
o080030150032	00800301500010
o080030150041	00800301500012
o080030150051 o080030150052	00800301500014
o080030150061	00800301500016
o080030150062	00800301500018
o080030150071 o080030150072	00800301500020
o080030150081	00800301500022
o080030150082	00800301500024
o080030150091 o080030150092	00800301500026
o080030150101	00800301500028
o080030150102	00800301500030
o080030150111	00800301500032
o080030150121	00800301500034
o080030150131	00800301500036
o080030150132	00800301500038
o080030150141 o080030150142	00800301500040
o080030150151	00800301500042
o080030150152	00800301500044
o080030150161	00800301500046
o080030150162	00800301500048
o080030160011	00800301600002
o080030160012	00800301600004
o080030160021	00800301600006
o080030160031 o080030160032	00800301600008
o080030160041	00800301600010
o080030160042	00800301600012
o080030160051	00800301600014
o080030160061	00800301600016
o080030160071 o080030160072	00800301600018
o080030160081	00800301600020
o080030160082	00800301600022
o080030160091 o080030160092	00800301600024
o080030160101	00800301600026
o080030160111	00800301600028
o080030160121	00800301600030
o080030160131	00800301600032
o080030160141 o080030160142	00800301600034
o080030160151	00800301600036
o080030160152	00800301600038
o080030170011	00800301700002
o080030170012	00800301700004
o080030170021	00800301700006
o080030170031	00800301700008
o080030170032	00800301700010
o080030170041	00800301700012
o080030170042	00800301700014
o080030170051	00800301700016
o080030170061 o080030170062	00800301700018
o080030170071	00800301700020
o080030170081	00800301700022
o080030170091 o080030170092	00800301700026
o080030170101	00800301700028
o080030170111	00800301700030
o080030170121	00800301700032
o080030170131	00800301700034
o080030170141 o080030170142	00800301700036
o080030180011	00800301800002
o080030180012	00800301800004
o080030180021	00800301800006
o080030180031 o080030180032	00800301800008
o080030180041	00800301800010
o080030180051	00800301800012
o080030180061 o080030180062	00800301800014
o080030180071	00800301800016
o080030180081	00800301800018
o080030180091	00800301800020
o080030180101	00800301800022
o080030180111	00800301800024
o080030180121	00800301800026
o080030180131	00800301800028
o080030180132	00800301800030
o080030180141	00800301800032
o080030180151	00800301800034
o080030180161	00800301800036
o080030180171	00800301800038
o080030180172	00800301800040
o080030180181	00800301800042
o080030180182	00800301800044
o080040010011	00800400100002
o080040010012	00800400100004
o080040010021	00800400100006
o080040010031	00800400100008
o080040010032	00800400100010
o080040010041	00800400100012
o080040010042	00800400100014
o080040010051	00800400100016
o080040010061	00800400100018
o080040010062	00800400100020
o080040010071	00800400100022
o080040010072	00800400100024
o080040010081	00800400100026
o080040010091	00800400100028
o080040010101	00800400100030
o080040010111	00800400100032
o080040010121	00800400100034
o080040010122	00800400100036
o080040010131 o080040010132	00800400100038
o080040010141 o080040010142	00800400100040
o080040010151	00800400100042
o080040010161	00800400100044
o080040010171	00800400100046
o080040010181	00800400100048
o080040010182	00800400100050
o080040010191	00800400100052
o080040010192	00800400100054
o080040020011	00800400200002
o080040020012	00800400200004
o080040020021	00800400200006
o080040020031	00800400200008
o080040020041	00800400200010
o080040020042	00800400200012
o080040020051	00800400200014
o080040020052	00800400200016
o080040020061	00800400200018
o080040020062	00800400200020
o080040020071	00800400200022
o080040020081	00800400200024
o080040020091	00800400200026
o080040020092	00800400200028
o080040030011	00800400300002
o080040030012	00800400300004
o080040030021	00800400300006
o080040030022	00800400300010
o080040030031	00800400300012
o080040030041	00800400300014
o080040030042	00800400300016
o080040030051	00800400300018
o080040030061	00800400300020
o080040030062 o080040030063	00800400300022
o080040030071	00800400300024
o080040030072	00800400300026
o080040030081	00800400300028
o080040030091	00800400300030
o080040030101	00800400300032
o080040030102	00800400300034
o080040030111	00800400300036
o080040030112	00800400300038
o080040030121	00800400300040
o080040040011	00800400400002
o080040040012	00800400400004
o080040040021	00800400400006
o080040040031	00800400400008
o080040040041 o080040040042	00800400400010
o080040040051	00800400400012
o080040040052	00800400400014
o080040040061	00800400400016
o080040040071	00800400400018
o080040040081	00800400400020
o080040040082	00800400400022
o080040040091	00800400400024
o080040040092	00800400400026
o080040040101	00800400400028
o080040040111 o080040040112	00800400400030
o080040040121	00800400400032
o080040040131	00800400400034
o080040040141	00800400400036
o080040040151	00800400400038
o080040040152	00800400400040
o080040040161	00800400400042
o080040040171	00800400400044
o080040040181 o080040040182	00800400400046
o080040040191 o080040040192	00800400400048
o080040040211	00800400400054
o080040040212	00800400400056
o080040040221	00800400400058
o080040040231	00800400400060
o080040040241 o080040040242	00800400400062
o080040040251	00800400400064
o080040040252	00800400400066
o080040040261	00800400400068
o080040040262	00800400400070
o080040040271 o080040040272	00800400400072
o080040040281	00800400400074
o080040040282	00800400400076
o080040040291	00800400400078
o080040040301	00800400400080
o080040050011	00800400500002
o080040050012	00800400500004
o080040050021	00800400500006
o080040050031	00800400500008
o080040050032	00800400500010
o080040050041 o080040050042	00800400500012
o080040050051	00800400500014
o080040050052	00800400500016
o080040050061	00800400500018
o080040050062	00800400500020
o080040050071	00800400500022
o080040050081	00800400500024
o080040050082	00800400500026
o080040050083	00800400500028
o080040050091	00800400500030
o080040050101	00800400500032
o080040050102	00800400500034
o080040050111	00800400500036
o080040050121	00800400500038
o080040050122	00800400500040
o080040050141	00800400500044
o080040050151	00800400500046
o080040050152	00800400500048
o080040050161	00800400500050
o080040050171	00800400500052
o080040050172	00800400500054
o080040050181	00800400500056
o080040050191 o080040050192	00800400500058
o080040060011	00800400600002
o080040060012	00800400600004
o080040060021	00800400600006
o080040060022	00800400600008
o080040060031	00800400600010
o080040060041	00800400600012
o080040060061	00800400600018
o080040060062	00800400600020
o080040060071 o080040060072	00800400600022
o080040060081	00800400600024
o080040060091	00800400600026
o080040060101	00800400600028
o080040060111 o080040060112	00800400600030
o080040060121	00800400600032
o080040060131 o080040060132	00800400600034
o080040060141	00800400600036
o080040060151	00800400600038
o080040060161 o080040060162	00800400600040
o080040060171	00800400600042
o080040060181	00800400600044
o080040060191	00800400600046
o080040060201	00800400600048
o080040060202	00800400600050
o080040070011	00800400700002
o080040070012	00800400700004
o080040070021	00800400700006
o080040070022	00800400700008
o080040070031	00800400700010
o080040070032	00800400700012
o080040070041	00800400700014
o080040070051	00800400700016
o080040070052	00800400700018
o080040070061	00800400700020
o080040070062	00800400700022
o080040070071	00800400700024
o080040070072	00800400700026
o080040070081	00800400700028
o080040070082	00800400700030
o080040070091	00800400700032
o080040070101	00800400700034
o080040070111	00800400700036
o080040070121	00800400700038
o080040070131 o080040070132	00800400700040
